id,title,slug,is_visible,url,route_name,icon,icon_color,tooltip,badge_count,is_collapsible,permission_key,component,order,is_external,parent_id,display_order,menu_group,is_favorite,created_at,updated_at
66,Task Docs,task-docs,1,,files.tasks,fas fa-tasks,#333,Task documents,0,0,view_task_docs,,66,0,61,5,assets,0,20/08/2025 00:00,20/08/2025 00:00
67,KB Assets,kb-assets,1,,files.knowledge,fas fa-book-open,#333,Knowledge base assets,0,0,view_kb_assets,,67,0,61,6,assets,0,20/08/2025 00:00,20/08/2025 00:00
68,Image Library,image-library,1,,files.images,fas fa-images,#333,Image library,0,0,view_image_library,,68,0,61,7,assets,0,20/08/2025 00:00,20/08/2025 00:00
69,File Metadata,file-metadata,1,,files.metadata,fas fa-tags,#333,File metadata,0,0,manage_file_metadata,,69,0,61,8,assets,0,20/08/2025 00:00,20/08/2025 00:00
70,Retention Rules,retention-rules,1,,files.retention,fas fa-clock,#333,Retention rules,0,0,manage_retention_rules,,70,0,61,9,assets,0,20/08/2025 00:00,20/08/2025 00:00
71,Access Logs,access-logs,1,,files.logs,fas fa-history,#333,Access logs,0,0,view_access_logs,,71,0,61,10,assets,0,20/08/2025 00:00,20/08/2025 00:00
72,Reports,reports,1,,reports.index,fas fa-chart-bar,#333,Reports,0,1,view_reports,,72,0,,1,reports,0,20/08/2025 00:00,20/08/2025 00:00
73,Ticket Stats,ticket-stats,1,,reports.tickets,fas fa-ticket-alt,#333,Ticket statistics,0,0,view_ticket_stats,,73,0,72,1,reports,0,20/08/2025 00:00,20/08/2025 00:00
74,Task Rates,task-rates,1,,reports.tasks,fas fa-tasks,#333,Task completion rates,0,0,view_task_rates,,74,0,72,2,reports,0,20/08/2025 00:00,20/08/2025 00:00
75,Agent Score,agent-score,1,,reports.agents,fas fa-user-check,#333,Agent performance score,0,0,view_agent_score,,75,0,72,3,reports,0,20/08/2025 00:00,20/08/2025 00:00
76,CSAT,csat,1,,reports.csat,fas fa-smile,#333,Customer satisfaction,0,0,view_csat,,76,0,72,4,reports,0,20/08/2025 00:00,20/08/2025 00:00
77,System Logs,system-logs,1,,reports.logs,fas fa-file-alt,#333,System logs,0,0,view_system_logs,,77,0,72,5,reports,0,20/08/2025 00:00,20/08/2025 00:00
78,Export Center,export-center,1,,reports.export,fas fa-download,#333,Export data and reports,0,0,manage_export_center,,78,0,72,6,reports,0,20/08/2025 00:00,20/08/2025 00:00
79,Users & Roles,users-roles,1,,users.index,fas fa-users,#333,Users and roles,0,1,manage_users,,79,0,,1,users,0,20/08/2025 00:00,20/08/2025 00:00
80,All Users,all-users,1,,users.all,fas fa-list,#333,All users,0,0,view_all_users,,80,0,79,1,users,0,20/08/2025 00:00,20/08/2025 00:00
81,Add User,add-user,1,,users.add,fas fa-plus,#333,Add user,0,0,add_user,,81,0,79,2,users,0,20/08/2025 00:00,20/08/2025 00:00
82,User Activity,user-activity,1,,users.activity,fas fa-history,#333,User activity,0,0,view_user_activity,,82,0,79,3,users,0,20/08/2025 00:00,20/08/2025 00:00
83,Modern View,modern-view,1,,users.modern,fas fa-th-large,#333,Modern user view,0,0,view_modern_view,,83,0,79,4,users,0,20/08/2025 00:00,20/08/2025 00:00
84,Roles & Access,roles-access,1,,roles.access,fas fa-shield-alt,#333,Roles and access,0,0,manage_roles_access,,84,0,79,5,users,0,20/08/2025 00:00,20/08/2025 00:00
85,Role Menus,role-menus,1,,roles.menus,fas fa-user-tag,#333,Role menus,0,0,assign_role_menus,,85,0,79,6,users,0,20/08/2025 00:00,20/08/2025 00:00
86,User Menus,user-menus,1,,users.menus,fas fa-user-cog,#333,User menus,0,0,override_user_menus,,86,0,79,7,users,0,20/08/2025 00:00,20/08/2025 00:00
87,Settings,settings,1,,settings.index,fas fa-cog,#333,Settings,0,1,view_settings,,87,0,,1,settings,0,20/08/2025 00:00,20/08/2025 00:00
88,System,system-settings,1,,settings.system,fas fa-server,#333,System settings,0,0,manage_system_settings,,88,0,87,1,settings,0,20/08/2025 00:00,20/08/2025 00:00
89,Email,email-settings,1,,settings.email,fas fa-envelope,#333,Email settings,0,0,manage_email_settings,,89,0,87,2,settings,0,20/08/2025 00:00,20/08/2025 00:00
90,Ticket,ticket-settings,1,,settings.ticket,fas fa-ticket-alt,#333,Ticket settings,0,0,manage_ticket_settings,,90,0,87,3,settings,0,20/08/2025 00:00,20/08/2025 00:00
91,Task,task-settings,1,,settings.task,fas fa-tasks,#333,Task settings,0,0,manage_task_settings,,91,0,87,4,settings,0,20/08/2025 00:00,20/08/2025 00:00
92,Notifications,notification-settings,1,,settings.notifications,fas fa-bell,#333,Notification settings,0,0,manage_notification_settings,,92,0,87,5,settings,0,20/08/2025 00:00,20/08/2025 00:00
93,Security,security-settings,1,,settings.security,fas fa-shield-alt,#333,Security settings,0,0,manage_security_settings,,93,0,87,6,settings,0,20/08/2025 00:00,20/08/2025 00:00
94,API Links,api-links,1,,settings.api,fas fa-plug,#333,API links,0,0,manage_api_links,,94,0,87,7,settings,0,20/08/2025 00:00,20/08/2025 00:00
95,Audit Trail,audit-trail,1,,settings.audit,fas fa-history,#333,Audit trail,0,0,view_audit_trail,,95,0,87,8,settings,0,20/08/2025 00:00,20/08/2025 00:00
96,Admin Tools,admin-tools,1,,admin.tools,fas fa-tools,#333,Admin tools,0,1,view_admin_tools,,96,0,,1,admin,0,20/08/2025 00:00,20/08/2025 00:00
97,Import/Export,import-export,1,,admin.import-export,fas fa-exchange-alt,#333,Import/export data,0,0,manage_import_export,,97,0,96,1,admin,0,20/08/2025 00:00,20/08/2025 00:00
98,Migration Viewer,migration-viewer,1,,admin.migrations,fas fa-database,#333,Migration viewer,0,0,view_migration_viewer,,98,0,96,2,admin,0,20/08/2025 00:00,20/08/2025 00:00
99,Seeder Manager,seeder-manager,1,,admin.seeders,fas fa-seedling,#333,Seeder manager,0,0,manage_seeder_manager,,99,0,96,3,admin,0,20/08/2025 00:00,20/08/2025 00:00
100,Cache Monitor,cache-monitor,1,,admin.cache,fas fa-tachometer-alt,#333,Cache monitor,0,0,view_cache_monitor,,100,0,96,4,admin,0,20/08/2025 00:00,20/08/2025 00:00
101,Health Check,health-check,1,,admin.health,fas fa-heartbeat,#333,Health check,0,0,view_health_check,,101,0,96,5,admin,0,20/08/2025 00:00,20/08/2025 00:00
102,QA & Testing,qa-testing,1,,qa.index,fas fa-bug,#333,QA and testing,0,1,view_qa,,102,0,,1,qa,0,20/08/2025 00:00,20/08/2025 00:00
103,Test Scenarios,test-scenarios,1,,qa.scenarios,fas fa-list-ol,#333,Test scenarios,0,0,view_test_scenarios,,103,0,102,1,qa,0,20/08/2025 00:00,20/08/2025 00:00
104,Mock Tickets,mock-tickets,1,,qa.mock,fas fa-ticket-alt,#333,Mock tickets,0,0,view_mock_tickets,,104,0,102,2,qa,0,20/08/2025 00:00,20/08/2025 00:00
105,UI Preview,ui-preview,1,,qa.ui,fas fa-eye,#333,UI preview,0,0,view_ui_preview,,105,0,102,3,qa,0,20/08/2025 00:00,20/08/2025 00:00
106,Regression List,regression-list,1,,qa.regression,fas fa-check-double,#333,Regression checklist,0,0,view_regression_list,,106,0,102,4,qa,0,20/08/2025 00:00,20/08/2025 00:00
107,Integrations,integrations,1,,integrations.index,fas fa-puzzle-piece,#333,Integrations,0,1,view_integrations,,107,0,,1,integrations,0,20/08/2025 00:00,20/08/2025 00:00
108,Webhooks,webhooks,1,,integrations.webhooks,fas fa-link,#333,Webhooks,0,0,manage_webhooks,,108,0,107,1,integrations,0,20/08/2025 00:00,20/08/2025 00:00
109,Third-Party Apps,third-party-apps,1,,integrations.apps,fas fa-cubes,#333,Third-party apps,0,0,manage_third_party_apps,,109,0,107,2,integrations,0,20/08/2025 00:00,20/08/2025 00:00
110,Slack/Teams Alerts,slack-teams-alerts,1,,integrations.notifications,fab fa-slack,#333,Slack/Teams alerts,0,0,manage_slack_teams_alerts,,110,0,107,3,integrations,0,20/08/2025 00:00,20/08/2025 00:00
111,CRM Sync,crm-sync,1,,integrations.crm,fas fa-sync,#333,CRM sync,0,0,manage_crm_sync,,111,0,107,4,integrations,0,20/08/2025 00:00,20/08/2025 00:00
112,API Endpoints,api-endpoints,1,,integrations.api,fas fa-code,#333,API endpoints,0,0,manage_api_endpoints,,112,0,107,5,integrations,0,20/08/2025 00:00,20/08/2025 00:00
113,Compliance,compliance,1,,compliance.index,fas fa-gavel,#333,Compliance,0,1,view_compliance,,113,0,,1,compliance,0,20/08/2025 00:00,20/08/2025 00:00
114,Audit Logs,audit-logs,1,,compliance.audit,fas fa-history,#333,Audit logs,0,0,view_audit_logs,,114,0,113,1,compliance,0,20/08/2025 00:00,20/08/2025 00:00
115,Retention Policy,retention-policy,1,,compliance.retention,fas fa-clock,#333,Retention policy,0,0,manage_retention_policy,,115,0,113,2,compliance,0,20/08/2025 00:00,20/08/2025 00:00
116,GDPR Tools,gdpr-tools,1,,compliance.gdpr,fas fa-shield-alt,#333,GDPR tools,0,0,manage_gdpr_tools,,116,0,113,3,compliance,0,20/08/2025 00:00,20/08/2025 00:00
117,Access Reviews,access-reviews,1,,compliance.access,fas fa-user-check,#333,Access reviews,0,0,manage_access_reviews,,117,0,113,4,compliance,0,20/08/2025 00:00,20/08/2025 00:00
118,Help & Onboarding,help-onboarding,1,,help.index,fas fa-question-circle,#333,Help and onboarding,0,1,view_help,,118,0,,1,help,0,20/08/2025 00:00,20/08/2025 00:00
119,Getting Started,getting-started,1,,help.started,fas fa-play,#333,Getting started,0,0,view_getting_started,,119,0,118,1,help,0,20/08/2025 00:00,20/08/2025 00:00
120,Walkthroughs,walkthroughs,1,,help.walkthroughs,fas fa-route,#333,Feature walkthroughs,0,0,view_walkthroughs,,120,0,118,2,help,0,20/08/2025 00:00,20/08/2025 00:00
121,FAQ,faq,1,,help.faq,fas fa-question,#333,Frequently asked questions,0,0,view_faq,,121,0,118,3,help,0,20/08/2025 00:00,20/08/2025 00:00
122,Contact Support,contact-support,1,,help.contact,fas fa-envelope,#333,Contact support,0,0,contact_support,,122,0,118,4,help,0,20/08/2025 00:00,20/08/2025 00:00
123,Feedback,feedback,1,,help.feedback,fas fa-comment,#333,Submit feedback,0,0,submit_feedback,,123,0,118,5,help,0,20/08/2025 00:00,20/08/2025 00:00
124,Menu Management,menu-management,1,,menu.index,fas fa-list,#333,Manage all sidebar menus,0,1,manage_menu_management,,124,0,,1,admin,0,21/08/2025 00:00,21/08/2025 00:00
125,List Menus,list-menus,1,,menu.list,fas fa-list-ul,#333,List all menu and submenu items,0,0,view_menu_list,,125,0,124,1,admin,0,21/08/2025 00:00,21/08/2025 00:00
126,Create Menu,create-menu,1,,menu.create,fas fa-plus,#333,Create a new menu item,0,0,create_menu_item,,126,0,124,2,admin,0,21/08/2025 00:00,21/08/2025 00:00
127,Edit Menu,edit-menu,1,,menu.edit,fas fa-edit,#333,Edit existing menu item,0,0,edit_menu_item,,127,0,124,3,admin,0,21/08/2025 00:00,21/08/2025 00:00
128,Reorder Menus,reorder-menus,1,,menu.reorder,fas fa-sort,#333,Drag-and-drop reorder menus,0,0,reorder_menus,,128,0,124,4,admin,0,21/08/2025 00:00,21/08/2025 00:00
129,Toggle Visibility,toggle-visibility,1,,menu.visibility,fas fa-eye,#333,Show/hide menu items,0,0,toggle_menu_visibility,,129,0,124,5,admin,0,21/08/2025 00:00,21/08/2025 00:00
130,Set Parent/Child,set-parent-child,1,,menu.parent-child,fas fa-sitemap,#333,Set parent/child relationships,0,0,set_parent_child,,130,0,124,6,admin,0,21/08/2025 00:00,21/08/2025 00:00
131,Permissions Log,permissions-log,1,,menu.permissions,fas fa-user-shield,#333,View menu change log,0,0,view_permissions_log,,131,0,124,7,admin,0,21/08/2025 00:00,21/08/2025 00:00
