id,role_id,role_type,menu_item_id,is_granted,assigned_at,status,notes,created_at,updated_at
16,1,user,44,1,2025-08-09 00:00:00,active,"Knowledge Base - Article Feedback",2025-08-09 00:00:00,2025-08-09 00:00:00
17,1,user,46,1,2025-08-09 00:00:00,active,"Calendar",2025-08-09 00:00:00,2025-08-09 00:00:00
18,1,user,47,1,2025-08-09 00:00:00,active,"Calendar - My Calendar",2025-08-09 00:00:00,2025-08-09 00:00:00
19,1,user,49,1,2025-08-09 00:00:00,active,"Calendar - Ticket Deadlines",2025-08-09 00:00:00,2025-08-09 00:00:00
20,1,user,50,1,2025-08-09 00:00:00,active,"Calendar - Task Deadlines",2025-08-09 00:00:00,2025-08-09 00:00:00
21,1,user,53,1,2025-08-09 00:00:00,active,"Email",2025-08-09 00:00:00,2025-08-09 00:00:00
22,1,user,54,1,2025-08-09 00:00:00,active,"Email - Inbox",2025-08-09 00:00:00,2025-08-09 00:00:00
23,1,user,55,1,2025-08-09 00:00:00,active,"Email - Sent",2025-08-09 00:00:00,2025-08-09 00:00:00
24,1,user,57,1,2025-08-09 00:00:00,active,"Email - Ticket-linked Emails",2025-08-09 00:00:00,2025-08-09 00:00:00
25,1,user,58,1,2025-08-09 00:00:00,active,"Email - Task-linked Emails",2025-08-09 00:00:00,2025-08-09 00:00:00
26,1,user,61,1,2025-08-09 00:00:00,active,"Assets & Files",2025-08-09 00:00:00,2025-08-09 00:00:00
27,1,user,62,1,2025-08-09 00:00:00,active,"Assets & Files - Upload File",2025-08-09 00:00:00,2025-08-09 00:00:00
28,1,user,63,1,2025-08-09 00:00:00,active,"Assets & Files - My Files",2025-08-09 00:00:00,2025-08-09 00:00:00
29,1,user,65,1,2025-08-09 00:00:00,active,"Assets & Files - Ticket Attachments",2025-08-09 00:00:00,2025-08-09 00:00:00
30,1,user,66,1,2025-08-09 00:00:00,active,"Assets & Files - Task Documents",2025-08-09 00:00:00,2025-08-09 00:00:00
31,1,user,72,1,2025-08-09 00:00:00,active,"Reports",2025-08-09 00:00:00,2025-08-09 00:00:00
32,1,user,124,1,2025-08-09 00:00:00,active,"My Account",2025-08-09 00:00:00,2025-08-09 00:00:00
33,1,user,125,1,2025-08-09 00:00:00,active,"My Account - Edit Profile",2025-08-09 00:00:00,2025-08-09 00:00:00
34,1,user,126,1,2025-08-09 00:00:00,active,"My Account - Change Password",2025-08-09 00:00:00,2025-08-09 00:00:00
35,1,user,127,1,2025-08-09 00:00:00,active,"My Account - Two-Factor Authentication",2025-08-09 00:00:00,2025-08-09 00:00:00
36,1,user,128,1,2025-08-09 00:00:00,active,"My Account - Active Sessions",2025-08-09 00:00:00,2025-08-09 00:00:00
37,1,user,129,1,2025-08-09 00:00:00,active,"My Account - My Notifications",2025-08-09 00:00:00,2025-08-09 00:00:00
38,2,admin,1,1,2025-08-09 00:00:00,active,"Dashboard",2025-08-09 00:00:00,2025-08-09 00:00:00
39,2,admin,2,1,2025-08-09 00:00:00,active,"Dashboard - System Overview",2025-08-09 00:00:00,2025-08-09 00:00:00
40,2,admin,3,1,2025-08-09 00:00:00,active,"Dashboard - My Activity",2025-08-09 00:00:00,2025-08-09 00:00:00
41,2,admin,4,1,2025-08-09 00:00:00,active,"Dashboard - Quick Actions",2025-08-09 00:00:00,2025-08-09 00:00:00
42,2,admin,5,1,2025-08-09 00:00:00,active,"Dashboard - Agent Dashboard",2025-08-09 00:00:00,2025-08-09 00:00:00
43,2,admin,6,1,2025-08-09 00:00:00,active,"Dashboard - Manager Dashboard",2025-08-09 00:00:00,2025-08-09 00:00:00
44,2,admin,13,1,2025-08-09 00:00:00,active,"Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
45,2,admin,14,1,2025-08-09 00:00:00,active,"Tickets - Create Ticket",2025-08-09 00:00:00,2025-08-09 00:00:00
46,2,admin,15,1,2025-08-09 00:00:00,active,"Tickets - My Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
47,2,admin,16,1,2025-08-09 00:00:00,active,"Tickets - All Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
48,2,admin,17,1,2025-08-09 00:00:00,active,"Tickets - Unassigned Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
49,2,admin,18,1,2025-08-09 00:00:00,active,"Tickets - Closed Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
50,2,admin,19,1,2025-08-09 00:00:00,active,"Tickets - Ticket Templates",2025-08-09 00:00:00,2025-08-09 00:00:00
51,2,admin,20,1,2025-08-09 00:00:00,active,"Tickets - Ticket Tags",2025-08-09 00:00:00,2025-08-09 00:00:00
52,2,admin,21,1,2025-08-09 00:00:00,active,"Projects",2025-08-09 00:00:00,2025-08-09 00:00:00
53,2,admin,22,1,2025-08-09 00:00:00,active,"Projects - All Projects",2025-08-09 00:00:00,2025-08-09 00:00:00
54,2,admin,23,1,2025-08-09 00:00:00,active,"Projects - Create Project",2025-08-09 00:00:00,2025-08-09 00:00:00
55,2,admin,24,1,2025-08-09 00:00:00,active,"Projects - Project Overview",2025-08-09 00:00:00,2025-08-09 00:00:00
56,2,admin,26,1,2025-08-09 00:00:00,active,"Projects - Linked Tasks",2025-08-09 00:00:00,2025-08-09 00:00:00
57,2,admin,27,1,2025-08-09 00:00:00,active,"Projects - Linked Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
58,2,admin,28,1,2025-08-09 00:00:00,active,"Projects - Team Assignment",2025-08-09 00:00:00,2025-08-09 00:00:00
59,2,admin,29,1,2025-08-09 00:00:00,active,"Projects - Project Files",2025-08-09 00:00:00,2025-08-09 00:00:00
60,2,admin,32,1,2025-08-09 00:00:00,active,"Tasks",2025-08-09 00:00:00,2025-08-09 00:00:00
61,2,admin,33,1,2025-08-09 00:00:00,active,"Tasks - My Tasks",2025-08-09 00:00:00,2025-08-09 00:00:00
62,2,admin,34,1,2025-08-09 00:00:00,active,"Tasks - Team Tasks",2025-08-09 00:00:00,2025-08-09 00:00:00
63,2,admin,35,1,2025-08-09 00:00:00,active,"Tasks - Task Templates",2025-08-09 00:00:00,2025-08-09 00:00:00
64,2,admin,36,1,2025-08-09 00:00:00,active,"Tasks - Task Statuses",2025-08-09 00:00:00,2025-08-09 00:00:00
65,2,admin,37,1,2025-08-09 00:00:00,active,"Tasks - Linked Projects",2025-08-09 00:00:00,2025-08-09 00:00:00
66,2,admin,38,1,2025-08-09 00:00:00,active,"Tasks - Linked Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
67,2,admin,39,1,2025-08-09 00:00:00,active,"Tasks - Calendar Sync",2025-08-09 00:00:00,2025-08-09 00:00:00
68,2,admin,40,1,2025-08-09 00:00:00,active,"Knowledge Base",2025-08-09 00:00:00,2025-08-09 00:00:00
69,2,admin,41,1,2025-08-09 00:00:00,active,"Knowledge Base - Browse Articles",2025-08-09 00:00:00,2025-08-09 00:00:00
70,2,admin,42,1,2025-08-09 00:00:00,active,"Knowledge Base - Manage Articles",2025-08-09 00:00:00,2025-08-09 00:00:00
71,2,admin,43,1,2025-08-09 00:00:00,active,"Knowledge Base - Categories",2025-08-09 00:00:00,2025-08-09 00:00:00
72,2,admin,44,1,2025-08-09 00:00:00,active,"Knowledge Base - Article Feedback",2025-08-09 00:00:00,2025-08-09 00:00:00
73,2,admin,45,1,2025-08-09 00:00:00,active,"Knowledge Base - Drafts & Review Queue",2025-08-09 00:00:00,2025-08-09 00:00:00
74,2,admin,46,1,2025-08-09 00:00:00,active,"Calendar",2025-08-09 00:00:00,2025-08-09 00:00:00
75,2,admin,47,1,2025-08-09 00:00:00,active,"Calendar - My Calendar",2025-08-09 00:00:00,2025-08-09 00:00:00
76,2,admin,48,1,2025-08-09 00:00:00,active,"Calendar - Team Calendar",2025-08-09 00:00:00,2025-08-09 00:00:00
77,2,admin,49,1,2025-08-09 00:00:00,active,"Calendar - Ticket Deadlines",2025-08-09 00:00:00,2025-08-09 00:00:00
78,2,admin,50,1,2025-08-09 00:00:00,active,"Calendar - Task Deadlines",2025-08-09 00:00:00,2025-08-09 00:00:00
79,2,admin,51,1,2025-08-09 00:00:00,active,"Calendar - Event Types",2025-08-09 00:00:00,2025-08-09 00:00:00
80,2,admin,53,1,2025-08-09 00:00:00,active,"Email",2025-08-09 00:00:00,2025-08-09 00:00:00
81,2,admin,54,1,2025-08-09 00:00:00,active,"Email - Inbox",2025-08-09 00:00:00,2025-08-09 00:00:00
82,2,admin,55,1,2025-08-09 00:00:00,active,"Email - Sent",2025-08-09 00:00:00,2025-08-09 00:00:00
83,2,admin,56,1,2025-08-09 00:00:00,active,"Email - Drafts",2025-08-09 00:00:00,2025-08-09 00:00:00
84,2,admin,57,1,2025-08-09 00:00:00,active,"Email - Ticket-linked Emails",2025-08-09 00:00:00,2025-08-09 00:00:00
85,2,admin,58,1,2025-08-09 00:00:00,active,"Email - Task-linked Emails",2025-08-09 00:00:00,2025-08-09 00:00:00
86,2,admin,59,1,2025-08-09 00:00:00,active,"Email - Email Templates",2025-08-09 00:00:00,2025-08-09 00:00:00
87,2,admin,61,1,2025-08-09 00:00:00,active,"Assets & Files",2025-08-09 00:00:00,2025-08-09 00:00:00
88,2,admin,62,1,2025-08-09 00:00:00,active,"Assets & Files - Upload File",2025-08-09 00:00:00,2025-08-09 00:00:00
89,2,admin,63,1,2025-08-09 00:00:00,active,"Assets & Files - My Files",2025-08-09 00:00:00,2025-08-09 00:00:00
90,2,admin,64,1,2025-08-09 00:00:00,active,"Assets & Files - Shared Files",2025-08-09 00:00:00,2025-08-09 00:00:00
91,2,admin,65,1,2025-08-09 00:00:00,active,"Assets & Files - Ticket Attachments",2025-08-09 00:00:00,2025-08-09 00:00:00
92,2,admin,66,1,2025-08-09 00:00:00,active,"Assets & Files - Task Documents",2025-08-09 00:00:00,2025-08-09 00:00:00
93,2,admin,67,1,2025-08-09 00:00:00,active,"Assets & Files - Knowledge Base Assets",2025-08-09 00:00:00,2025-08-09 00:00:00
94,2,admin,68,1,2025-08-09 00:00:00,active,"Assets & Files - Image Library",2025-08-09 00:00:00,2025-08-09 00:00:00
95,2,admin,72,1,2025-08-09 00:00:00,active,"Reports",2025-08-09 00:00:00,2025-08-09 00:00:00
96,2,admin,73,1,2025-08-09 00:00:00,active,"Reports - Ticket Statistics",2025-08-09 00:00:00,2025-08-09 00:00:00
97,2,admin,74,1,2025-08-09 00:00:00,active,"Reports - Task Completion Rates",2025-08-09 00:00:00,2025-08-09 00:00:00
98,2,admin,75,1,2025-08-09 00:00:00,active,"Reports - Agent Performance",2025-08-09 00:00:00,2025-08-09 00:00:00
99,2,admin,76,1,2025-08-09 00:00:00,active,"Reports - Customer Satisfaction",2025-08-09 00:00:00,2025-08-09 00:00:00
100,2,admin,79,1,2025-08-09 00:00:00,active,"Users & Roles",2025-08-09 00:00:00,2025-08-09 00:00:00
101,2,admin,80,1,2025-08-09 00:00:00,active,"Users & Roles - All Users",2025-08-09 00:00:00,2025-08-09 00:00:00
102,2,admin,81,1,2025-08-09 00:00:00,active,"Users & Roles - Add New User",2025-08-09 00:00:00,2025-08-09 00:00:00
103,2,admin,82,1,2025-08-09 00:00:00,active,"Users & Roles - User Activity",2025-08-09 00:00:00,2025-08-09 00:00:00
104,2,admin,83,1,2025-08-09 00:00:00,active,"Users & Roles - Modern Dashboard",2025-08-09 00:00:00,2025-08-09 00:00:00
105,2,admin,87,1,2025-08-09 00:00:00,active,"Settings",2025-08-09 00:00:00,2025-08-09 00:00:00
106,2,admin,89,1,2025-08-09 00:00:00,active,"Settings - Email Settings",2025-08-09 00:00:00,2025-08-09 00:00:00
107,2,admin,90,1,2025-08-09 00:00:00,active,"Settings - Ticket Settings",2025-08-09 00:00:00,2025-08-09 00:00:00
108,2,admin,91,1,2025-08-09 00:00:00,active,"Settings - Task Settings",2025-08-09 00:00:00,2025-08-09 00:00:00
109,2,admin,92,1,2025-08-09 00:00:00,active,"Settings - Notification Settings",2025-08-09 00:00:00,2025-08-09 00:00:00
110,2,admin,118,1,2025-08-09 00:00:00,active,"Help & Onboarding",2025-08-09 00:00:00,2025-08-09 00:00:00
111,2,admin,119,1,2025-08-09 00:00:00,active,"Help & Onboarding - Getting Started",2025-08-09 00:00:00,2025-08-09 00:00:00
112,2,admin,120,1,2025-08-09 00:00:00,active,"Help & Onboarding - Feature Walkthroughs",2025-08-09 00:00:00,2025-08-09 00:00:00
113,2,admin,121,1,2025-08-09 00:00:00,active,"Help & Onboarding - FAQ",2025-08-09 00:00:00,2025-08-09 00:00:00
114,2,admin,122,1,2025-08-09 00:00:00,active,"Help & Onboarding - Contact Support",2025-08-09 00:00:00,2025-08-09 00:00:00
115,2,admin,130,1,2025-08-09 00:00:00,active,"Sidebar & Navigation",2025-08-09 00:00:00,2025-08-09 00:00:00
116,2,admin,131,1,2025-08-09 00:00:00,active,"Sidebar & Navigation - Menu Management",2025-08-09 00:00:00,2025-08-09 00:00:00
117,2,admin,132,1,2025-08-09 00:00:00,active,"Sidebar & Navigation - Reorder Sidebar",2025-08-09 00:00:00,2025-08-09 00:00:00
118,3,super_admin,1,1,2025-08-09 00:00:00,active,"Dashboard",2025-08-09 00:00:00,2025-08-09 00:00:00
119,3,super_admin,2,1,2025-08-09 00:00:00,active,"Dashboard - System Overview",2025-08-09 00:00:00,2025-08-09 00:00:00
120,3,super_admin,3,1,2025-08-09 00:00:00,active,"Dashboard - My Activity",2025-08-09 00:00:00,2025-08-09 00:00:00
121,3,super_admin,4,1,2025-08-09 00:00:00,active,"Dashboard - Quick Actions",2025-08-09 00:00:00,2025-08-09 00:00:00
122,3,super_admin,5,1,2025-08-09 00:00:00,active,"Dashboard - Agent Dashboard",2025-08-09 00:00:00,2025-08-09 00:00:00
123,3,super_admin,6,1,2025-08-09 00:00:00,active,"Dashboard - Manager Dashboard",2025-08-09 00:00:00,2025-08-09 00:00:00
124,3,super_admin,7,1,2025-08-09 00:00:00,active,"Dashboard - Admin Dashboard",2025-08-09 00:00:00,2025-08-09 00:00:00
125,3,super_admin,8,1,2025-08-09 00:00:00,active,"Dashboard - Create Custom Dashboard",2025-08-09 00:00:00,2025-08-09 00:00:00
126,3,super_admin,9,1,2025-08-09 00:00:00,active,"Dashboard - Add Card",2025-08-09 00:00:00,2025-08-09 00:00:00
127,3,super_admin,10,1,2025-08-09 00:00:00,active,"Dashboard - Reorder Cards",2025-08-09 00:00:00,2025-08-09 00:00:00
128,3,super_admin,11,1,2025-08-09 00:00:00,active,"Dashboard - Save Layout",2025-08-09 00:00:00,2025-08-09 00:00:00
129,3,super_admin,12,1,2025-08-09 00:00:00,active,"Dashboard - Set as Default",2025-08-09 00:00:00,2025-08-09 00:00:00
130,3,super_admin,13,1,2025-08-09 00:00:00,active,"Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
131,3,super_admin,14,1,2025-08-09 00:00:00,active,"Tickets - Create Ticket",2025-08-09 00:00:00,2025-08-09 00:00:00
132,3,super_admin,15,1,2025-08-09 00:00:00,active,"Tickets - My Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
133,3,super_admin,16,1,2025-08-09 00:00:00,active,"Tickets - All Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
134,3,super_admin,17,1,2025-08-09 00:00:00,active,"Tickets - Unassigned Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
135,3,super_admin,18,1,2025-08-09 00:00:00,active,"Tickets - Closed Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
136,3,super_admin,19,1,2025-08-09 00:00:00,active,"Tickets - Ticket Templates",2025-08-09 00:00:00,2025-08-09 00:00:00
137,3,super_admin,20,1,2025-08-09 00:00:00,active,"Tickets - Ticket Tags",2025-08-09 00:00:00,2025-08-09 00:00:00
138,3,super_admin,21,1,2025-08-09 00:00:00,active,"Projects",2025-08-09 00:00:00,2025-08-09 00:00:00
139,3,super_admin,22,1,2025-08-09 00:00:00,active,"Projects - All Projects",2025-08-09 00:00:00,2025-08-09 00:00:00
140,3,super_admin,23,1,2025-08-09 00:00:00,active,"Projects - Create Project",2025-08-09 00:00:00,2025-08-09 00:00:00
141,3,super_admin,24,1,2025-08-09 00:00:00,active,"Projects - Project Overview",2025-08-09 00:00:00,2025-08-09 00:00:00
142,3,super_admin,25,1,2025-08-09 00:00:00,active,"Projects - Milestones",2025-08-09 00:00:00,2025-08-09 00:00:00
143,3,super_admin,26,1,2025-08-09 00:00:00,active,"Projects - Linked Tasks",2025-08-09 00:00:00,2025-08-09 00:00:00
144,3,super_admin,27,1,2025-08-09 00:00:00,active,"Projects - Linked Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
145,3,super_admin,28,1,2025-08-09 00:00:00,active,"Projects - Team Assignment",2025-08-09 00:00:00,2025-08-09 00:00:00
146,3,super_admin,29,1,2025-08-09 00:00:00,active,"Projects - Project Files",2025-08-09 00:00:00,2025-08-09 00:00:00
147,3,super_admin,30,1,2025-08-09 00:00:00,active,"Projects - Project Timeline",2025-08-09 00:00:00,2025-08-09 00:00:00
148,3,super_admin,31,1,2025-08-09 00:00:00,active,"Projects - Project Reports",2025-08-09 00:00:00,2025-08-09 00:00:00
149,3,super_admin,32,1,2025-08-09 00:00:00,active,"Tasks",2025-08-09 00:00:00,2025-08-09 00:00:00
150,3,super_admin,33,1,2025-08-09 00:00:00,active,"Tasks - My Tasks",2025-08-09 00:00:00,2025-08-09 00:00:00
151,3,super_admin,34,1,2025-08-09 00:00:00,active,"Tasks - Team Tasks",2025-08-09 00:00:00,2025-08-09 00:00:00
152,3,super_admin,35,1,2025-08-09 00:00:00,active,"Tasks - Task Templates",2025-08-09 00:00:00,2025-08-09 00:00:00
153,3,super_admin,36,1,2025-08-09 00:00:00,active,"Tasks - Task Statuses",2025-08-09 00:00:00,2025-08-09 00:00:00
154,3,super_admin,37,1,2025-08-09 00:00:00,active,"Tasks - Linked Projects",2025-08-09 00:00:00,2025-08-09 00:00:00
155,3,super_admin,38,1,2025-08-09 00:00:00,active,"Tasks - Linked Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
156,3,super_admin,39,1,2025-08-09 00:00:00,active,"Tasks - Calendar Sync",2025-08-09 00:00:00,2025-08-09 00:00:00
157,3,super_admin,40,1,2025-08-09 00:00:00,active,"Knowledge Base",2025-08-09 00:00:00,2025-08-09 00:00:00
158,3,super_admin,41,1,2025-08-09 00:00:00,active,"Knowledge Base - Browse Articles",2025-08-09 00:00:00,2025-08-09 00:00:00
159,3,super_admin,42,1,2025-08-09 00:00:00,active,"Knowledge Base - Manage Articles",2025-08-09 00:00:00,2025-08-09 00:00:00
160,3,super_admin,43,1,2025-08-09 00:00:00,active,"Knowledge Base - Categories",2025-08-09 00:00:00,2025-08-09 00:00:00
161,3,super_admin,44,1,2025-08-09 00:00:00,active,"Knowledge Base - Article Feedback",2025-08-09 00:00:00,2025-08-09 00:00:00
162,3,super_admin,45,1,2025-08-09 00:00:00,active,"Knowledge Base - Drafts & Review Queue",2025-08-09 00:00:00,2025-08-09 00:00:00
163,3,super_admin,46,1,2025-08-09 00:00:00,active,"Calendar",2025-08-09 00:00:00,2025-08-09 00:00:00
164,3,super_admin,47,1,2025-08-09 00:00:00,active,"Calendar - My Calendar",2025-08-09 00:00:00,2025-08-09 00:00:00
165,3,super_admin,48,1,2025-08-09 00:00:00,active,"Calendar - Team Calendar",2025-08-09 00:00:00,2025-08-09 00:00:00
166,3,super_admin,49,1,2025-08-09 00:00:00,active,"Calendar - Ticket Deadlines",2025-08-09 00:00:00,2025-08-09 00:00:00
167,3,super_admin,50,1,2025-08-09 00:00:00,active,"Calendar - Task Deadlines",2025-08-09 00:00:00,2025-08-09 00:00:00
168,3,super_admin,51,1,2025-08-09 00:00:00,active,"Calendar - Event Types",2025-08-09 00:00:00,2025-08-09 00:00:00
169,3,super_admin,52,1,2025-08-09 00:00:00,active,"Calendar - Sync Settings",2025-08-09 00:00:00,2025-08-09 00:00:00
170,3,super_admin,53,1,2025-08-09 00:00:00,active,"Email",2025-08-09 00:00:00,2025-08-09 00:00:00
171,3,super_admin,54,1,2025-08-09 00:00:00,active,"Email - Inbox",2025-08-09 00:00:00,2025-08-09 00:00:00
172,3,super_admin,55,1,2025-08-09 00:00:00,active,"Email - Sent",2025-08-09 00:00:00,2025-08-09 00:00:00
173,3,super_admin,56,1,2025-08-09 00:00:00,active,"Email - Drafts",2025-08-09 00:00:00,2025-08-09 00:00:00
174,3,super_admin,57,1,2025-08-09 00:00:00,active,"Email - Ticket-linked Emails",2025-08-09 00:00:00,2025-08-09 00:00:00
175,3,super_admin,58,1,2025-08-09 00:00:00,active,"Email - Task-linked Emails",2025-08-09 00:00:00,2025-08-09 00:00:00
176,3,super_admin,59,1,2025-08-09 00:00:00,active,"Email - Email Templates",2025-08-09 00:00:00,2025-08-09 00:00:00
177,3,super_admin,60,1,2025-08-09 00:00:00,active,"Email - Email Settings",2025-08-09 00:00:00,2025-08-09 00:00:00
178,3,super_admin,61,1,2025-08-09 00:00:00,active,"Assets & Files",2025-08-09 00:00:00,2025-08-09 00:00:00
179,3,super_admin,62,1,2025-08-09 00:00:00,active,"Assets & Files - Upload File",2025-08-09 00:00:00,2025-08-09 00:00:00
180,3,super_admin,63,1,2025-08-09 00:00:00,active,"Assets & Files - My Files",2025-08-09 00:00:00,2025-08-09 00:00:00
181,3,super_admin,64,1,2025-08-09 00:00:00,active,"Assets & Files - Shared Files",2025-08-09 00:00:00,2025-08-09 00:00:00
182,3,super_admin,65,1,2025-08-09 00:00:00,active,"Assets & Files - Ticket Attachments",2025-08-09 00:00:00,2025-08-09 00:00:00
183,3,super_admin,66,1,2025-08-09 00:00:00,active,"Assets & Files - Task Documents",2025-08-09 00:00:00,2025-08-09 00:00:00
184,3,super_admin,67,1,2025-08-09 00:00:00,active,"Assets & Files - Knowledge Base Assets",2025-08-09 00:00:00,2025-08-09 00:00:00
185,3,super_admin,68,1,2025-08-09 00:00:00,active,"Assets & Files - Image Library",2025-08-09 00:00:00,2025-08-09 00:00:00
186,3,super_admin,69,1,2025-08-09 00:00:00,active,"Assets & Files - File Tags & Metadata",2025-08-09 00:00:00,2025-08-09 00:00:00
187,3,super_admin,70,1,2025-08-09 00:00:00,active,"Assets & Files - Expiry & Retention Rules",2025-08-09 00:00:00,2025-08-09 00:00:00
188,3,super_admin,71,1,2025-08-09 00:00:00,active,"Assets & Files - File Access Logs",2025-08-09 00:00:00,2025-08-09 00:00:00
189,3,super_admin,72,1,2025-08-09 00:00:00,active,"Reports",2025-08-09 00:00:00,2025-08-09 00:00:00
190,3,super_admin,73,1,2025-08-09 00:00:00,active,"Reports - Ticket Statistics",2025-08-09 00:00:00,2025-08-09 00:00:00
191,3,super_admin,74,1,2025-08-09 00:00:00,active,"Reports - Task Completion Rates",2025-08-09 00:00:00,2025-08-09 00:00:00
192,3,super_admin,75,1,2025-08-09 00:00:00,active,"Reports - Agent Performance",2025-08-09 00:00:00,2025-08-09 00:00:00
193,3,super_admin,76,1,2025-08-09 00:00:00,active,"Reports - Customer Satisfaction",2025-08-09 00:00:00,2025-08-09 00:00:00
194,3,super_admin,77,1,2025-08-09 00:00:00,active,"Reports - System Logs",2025-08-09 00:00:00,2025-08-09 00:00:00
195,3,super_admin,78,1,2025-08-09 00:00:00,active,"Reports - Export Center",2025-08-09 00:00:00,2025-08-09 00:00:00
196,3,super_admin,79,1,2025-08-09 00:00:00,active,"Users & Roles",2025-08-09 00:00:00,2025-08-09 00:00:00
197,3,super_admin,80,1,2025-08-09 00:00:00,active,"Users & Roles - All Users",2025-08-09 00:00:00,2025-08-09 00:00:00
198,3,super_admin,81,1,2025-08-09 00:00:00,active,"Users & Roles - Add New User",2025-08-09 00:00:00,2025-08-09 00:00:00
199,3,super_admin,82,1,2025-08-09 00:00:00,active,"Users & Roles - User Activity",2025-08-09 00:00:00,2025-08-09 00:00:00
200,3,super_admin,83,1,2025-08-09 00:00:00,active,"Users & Roles - Modern Dashboard",2025-08-09 00:00:00,2025-08-09 00:00:00
201,3,super_admin,84,1,2025-08-09 00:00:00,active,"Users & Roles - Roles & Permissions",2025-08-09 00:00:00,2025-08-09 00:00:00
202,3,super_admin,85,1,2025-08-09 00:00:00,active,"Users & Roles - Role Menu Assignment",2025-08-09 00:00:00,2025-08-09 00:00:00
203,3,super_admin,86,1,2025-08-09 00:00:00,active,"Users & Roles - User Menu Override",2025-08-09 00:00:00,2025-08-09 00:00:00
204,3,super_admin,87,1,2025-08-09 00:00:00,active,"Settings",2025-08-09 00:00:00,2025-08-09 00:00:00
205,3,super_admin,88,1,2025-08-09 00:00:00,active,"Settings - System Settings",2025-08-09 00:00:00,2025-08-09 00:00:00
206,3,super_admin,89,1,2025-08-09 00:00:00,active,"Settings - Email Settings",2025-08-09 00:00:00,2025-08-09 00:00:00
207,3,super_admin,90,1,2025-08-09 00:00:00,active,"Settings - Ticket Settings",2025-08-09 00:00:00,2025-08-09 00:00:00
208,3,super_admin,91,1,2025-08-09 00:00:00,active,"Settings - Task Settings",2025-08-09 00:00:00,2025-08-09 00:00:00
209,3,super_admin,92,1,2025-08-09 00:00:00,active,"Settings - Notification Settings",2025-08-09 00:00:00,2025-08-09 00:00:00
210,3,super_admin,93,1,2025-08-09 00:00:00,active,"Settings - Security Settings",2025-08-09 00:00:00,2025-08-09 00:00:00
211,3,super_admin,94,1,2025-08-09 00:00:00,active,"Settings - API & Integrations",2025-08-09 00:00:00,2025-08-09 00:00:00
212,3,super_admin,95,1,2025-08-09 00:00:00,active,"Settings - Audit Trail",2025-08-09 00:00:00,2025-08-09 00:00:00
213,3,super_admin,96,1,2025-08-09 00:00:00,active,"Admin Tools",2025-08-09 00:00:00,2025-08-09 00:00:00
